regime,return,volatility,candle_acc_trade_volume
HIGH_VOL,-0.00322715427873513,0.041419419528419606,2996.636329142667
LOW_VOL,0.0003390954705929909,0.011160310437763655,1004.8783335441666
MID_VOL,0.0006586626271740908,0.019900451925728722,1679.932033452625
